S5E,SSMI,IBEX,GDAXI,FTSE,FCHI,BFX,AEX,SSEC,NSEI,N225,KSE,KS11,HSI,BSESN,AORD,SPX,RUT,MXX,IXIC,DJI,BVSP
0,0.004139013540129711,-0.009430129181404843,-0.019006518922636717,-0.007812643705486476,-0.012989148128853576,0.008257544703844233,-0.008775731020875381,-0.07448303878569328,0.05576875378688381,0.05447525766965516,0.11197002939699052,-0.0621629021942532,0.020189110376760144,0.03577876034844627,0.05782241379477726,-0.02535811023668198,0.017581686817067545,-0.0075039217797238595,-0.051232049825676716,-0.0219853866758108,0.03779932878272511
-0.004139013540129711,0,-0.008671911127499621,-0.02307526677133002,-0.01305946273915481,-0.021697117170454274,0.026944272555947536,-0.007321245721073822,-0.11978231225482461,0.10193443929165275,0.0409853528515266,0.26423418954592864,-0.10183181902064503,0.04098364045202581,0.06081089586810199,0.09869665792429881,-0.04515555575293167,0.05051877468174729,0.0034536090844070814,-0.07843678925365197,-0.036318422701002,0.07303298325936844
0.009430129181404843,0.008671911127499621,0,-8.785406707677118e-4,-0.011033819607685052,-0.00982786000240616,0.008417312751364389,0.001486834207462687,-0.08522281775446272,0.021492528290331065,0.06101569870420762,-0.05116772668361274,-0.04048857241418901,0.019434253381289655,0.01721151154712877,0.06802029579847219,-0.028495506090585276,0.027719188792235117,-0.01927521134426003,-0.04402072029128864,-0.02144390409323449,0.009621024178782507
0.019006518922636717,0.02307526677133002,8.785406707677118e-4,0,0.010612435738123266,0.004879529250094484,0.02105663474370758,0.012676017022725142,-0.06464779702809056,0.06200741911231744,0.08458487674691949,0.20350208440111817,-0.03456928237655953,0.06082571078847135,0.05378557282686432,0.0432801362473952,-0.003982685700522018,0.0053224488377333085,-0.014184554734618061,-0.03872668117495825,-0.0019321779533035314,0.0825603730748059
0.007812643705486476,0.01305946273915481,0.011033819607685052,-0.010612435738123266,0,-0.004993775292695874,0.021020957012879666,0.007469324504736434,-0.1132463102019961,0.060268634329480125,0.07490942704177835,0.1420183659802488,-0.054202807106379695,0.06533922854349158,0.043590591070996575,0.12004533023194305,-0.026739439015519416,0.04752100828269359,0.007061807059988342,-0.052840509071561924,-0.021695411480203312,0.06322618478164035
0.012989148128853576,0.021697117170454274,0.00982786000240616,-0.004879529250094484,0.004993775292695874,0,0.02293482851669244,0.008337986506735576,-0.08938512529363683,0.055890356131186196,0.07604607910506203,0.12777859503350156,-0.0563744040666382,0.04633598994192587,0.04185530658190486,0.08172254571179474,-0.007388281810075374,0.0298179738864009,-0.00518210751225808,-0.040456179352044486,-0.00377308017604587,0.05700116926791567
-0.008257544703844233,-0.026944272555947536,-0.008417312751364389,-0.02105663474370758,-0.021020957012879666,-0.02293482851669244,0,-0.016008874248882993,-0.12247131409861953,0.0554504505273651,0.035142072107333354,0.05159921708843479,-0.05386585741110193,0.050692136035208925,0.047245646155988835,0.07295657149456446,-0.040950007347788205,0.025256732827352284,-0.006981245980127625,-0.05554786924094327,-0.03659767710231105,0.03631164479324506
0.008775731020875381,0.007321245721073822,-0.001486834207462687,-0.012676017022725142,-0.007469324504736434,-0.008337986506735576,0.016008874248882993,0,-0.08053932751495334,0.0704710389273738,0.06252350353943482,0.1516705366404658,-0.07259922439286755,0.027572637320030804,0.05458621402018796,0.07114196948523026,-0.02245564468585179,0.02800206372624214,-0.009789751751457553,-0.055528355976141745,-0.0181299480155813,0.0499810273721946
0.07448303878569328,0.11978231225482461,0.08522281775446272,0.06464779702809056,0.1132463102019961,0.08938512529363683,0.12247131409861953,0.08053932751495334,0,0.10083695891409325,0.11914428462084371,0.1813276287856993,0.15715761076818854,0.08631440134159375,0.16113164239436104,0.22101237831393944,0.11347760823386598,0.14993574388197017,0.13525528131806694,0.1128456348328241,0.10543447061282045,0.09214123676265618
-0.05576875378688381,-0.10193443929165275,-0.021492528290331065,-0.06200741911231744,-0.060268634329480125,-0.055890356131186196,-0.0554504505273651,-0.0704710389273738,-0.10083695891409325,0,-0.016397102946494484,0.22769977962317325,-0.10699966338186966,-0.03059207029335592,0.0033659479861536386,0.04850077199826077,-0.06376133909117643,0.016304997547283005,0.0029728087246952925,-0.04997177483920941,-0.05894510591830373,-0.025837287236059853
-0.05447525766965516,-0.0409853528515266,-0.06101569870420762,-0.08458487674691949,-0.07490942704177835,-0.07604607910506203,-0.035142072107333354,-0.06252350353943482,-0.11914428462084371,0.016397102946494484,0,0.19089847250473987,-0.23918150031542063,-0.07711613322606785,-0.04685897412900837,-0.010589677655131248,-0.10208971278687336,-0.011767903048277076,-0.05045229436157326,-0.12245281481836562,-0.09020667894144174,-0.006965279672490573
-0.11197002939699052,-0.26423418954592864,0.05116772668361274,-0.20350208440111817,-0.1420183659802488,-0.12777859503350156,-0.05159921708843479,-0.1516705366404658,-0.1813276287856993,-0.22769977962317325,-0.19089847250473987,0,-0.9337997024866063,-0.48659701089675733,-0.37482734744998314,-0.1061183924036034,-0.23521283162407258,-0.0801899626941447,-0.1470706643691981,-0.24098118955244105,-0.21330983953489394,-0.32206402719853755
0.0621629021942532,0.10183181902064503,0.04048857241418901,0.03456928237655953,0.054202807106379695,0.0563744040666382,0.05386585741110193,0.07259922439286755,-0.15715761076818854,0.10699966338186966,0.23918150031542063,0.9337997024866063,0,0.12916412052853277,0.10888890583852807,0.0886380205107213,0.0835129835865286,0.07211150034612954,0.07462657746584983,0.026922394545238853,0.0777741833622367,0.19922349997430883
